key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-09-07 13:18:00.000000175,10.5,2010-09-07 13:18:00 UTC,-73.985382,40.747858,-73.978377,40.76207,1
2013-02-12 12:15:46.0000002,11.5,2013-02-12 12:15:46 UTC,-73.957954,40.779252,-73.96125,40.758787,1
2009-08-06 18:17:23.0000001,4.5,2009-08-06 18:17:23 UTC,-73.991707,40.770505,-73.985459,40.763671,1
2010-12-06 12:29:00.000000199,4.9,2010-12-06 12:29:00 UTC,-74.000632,40.747473,-73.986672,40.740577,1
2009-12-10 15:37:00.00000020,6.1,2009-12-10 15:37:00 UTC,-73.969622,40.756973,-73.981152,40.759712,1
2011-06-21 16:15:00.00000073,7.3,2011-06-21 16:15:00 UTC,-73.991875,40.754437,-73.97723,40.774323,3
2011-02-07 20:01:00.000000114,6.5,2011-02-07 20:01:00 UTC,0.0,0.0,0.0,0.0,1
2011-06-28 19:47:00.000000168,4.5,2011-06-28 19:47:00 UTC,-73.988893,40.76016,-73.986445,40.757857,3
2012-05-04 06:11:20.0000002,9.3,2012-05-04 06:11:20 UTC,-73.989258,40.690835,-74.004133,40.72569,1
2013-08-11 00:52:00.00000026,4.5,2013-08-11 00:52:00 UTC,-73.98102,40.73776,-73.980668,40.730497,2
2014-02-19 16:03:00.000000160,5.5,2014-02-19 16:03:00 UTC,-73.976075,40.752422,-73.981082,40.759285,1
2015-06-21 21:46:34.0000001,22.54,2015-06-21 21:46:34 UTC,-74.01048278808595,40.71766662597656,-73.98577117919923,40.66036605834961,1
2009-01-09 16:10:00.000000170,31.9,2009-01-09 16:10:00 UTC,-73.873027,40.773883,-73.984545,40.769545,3
2011-09-07 14:05:00.000000194,5.7,2011-09-07 14:05:00 UTC,-73.976162,40.744988,-73.990002,40.738323,2
2011-09-07 23:05:44.0000001,18.1,2011-09-07 23:05:44 UTC,-73.993717,40.740785,-73.999272,40.676617,1
2015-01-11 03:15:38.0000001,58.0,2015-01-11 03:15:38 UTC,-73.98332977294923,40.73871994018555,-73.93319702148438,40.84722518920898,1
2015-03-12 08:08:38.0000001,4.5,2015-03-12 08:08:38 UTC,-73.99017333984375,40.756446838378906,-73.9856185913086,40.7628288269043,1
2012-01-19 10:15:30.0000002,5.3,2012-01-19 10:15:30 UTC,-73.995199,40.75474,-74.005416,40.751084,1
2013-11-24 11:42:00.000000113,9.0,2013-11-24 11:42:00 UTC,-73.95774,40.773617,-73.977087,40.758465,6
2009-03-02 20:42:49.0000003,9.8,2009-03-02 20:42:49 UTC,-73.972673,40.759186,-73.969897,40.791367,1
2011-03-29 15:39:49.0000002,8.1,2011-03-29 15:39:49 UTC,-73.984267,40.744961,-73.981646,40.759608,1
2011-10-15 10:55:24.0000004,10.9,2011-10-15 10:55:24 UTC,-74.003899,40.725514,-73.976484,40.765537,2
2013-11-22 08:38:09.0000003,17.5,2013-11-22 08:38:09 UTC,-73.97845,40.76292,-74.008482,40.716502,1
2009-06-10 21:28:00.00000022,12.1,2009-06-10 21:28:00 UTC,-73.988558,40.7372,-73.958688,40.780748,1
2011-03-04 18:12:00.000000250,5.3,2011-03-04 18:12:00 UTC,-73.997037,40.737095,-73.986128,40.735043,1
2011-08-31 21:14:15.0000003,6.9,2011-08-31 21:14:15 UTC,-73.971114,40.758944,-73.97793,40.736613,1
2011-06-01 20:30:00.000000119,4.5,2011-06-01 20:30:00 UTC,-73.980822,40.74442,-73.991093,40.748797,1
2011-12-14 07:53:00.00000028,3.3,2011-12-14 07:53:00 UTC,-73.988877,40.763577,-73.985573,40.760262,1
2012-07-18 00:16:00.00000083,3.3,2012-07-18 00:16:00 UTC,-73.98666,40.756072,-73.989727,40.751702,5
2013-01-29 12:26:00.000000154,9.0,2013-01-29 12:26:00 UTC,-73.992253,40.742657,-73.983597,40.755947,1
2011-12-06 09:09:21.0000007,9.7,2011-12-06 09:09:21 UTC,-73.985582,40.739765,-73.973899,40.760426,1
2012-10-06 20:31:36.0000003,5.5,2012-10-06 20:31:36 UTC,-73.952825,40.772048,-73.952194,40.781152,3
2013-01-23 07:01:38.0000005,8.0,2013-01-23 07:01:38 UTC,-73.980298,40.783723,-73.979628,40.763179,1
2013-09-07 03:17:00.00000014,7.5,2013-09-07 03:17:00 UTC,-73.977708,40.746212,-73.975782,40.745055,1
2013-11-10 01:12:19.0000002,25.5,2013-11-10 01:12:19 UTC,-73.974497,40.751603,-73.934927,40.851567,4
2012-01-04 18:07:29.0000002,15.3,2012-01-04 18:07:29 UTC,-73.97151,40.755886,-73.968067,40.801173,1
2010-05-31 18:06:00.00000097,34.67,2010-05-31 18:06:00 UTC,-73.985427,40.758853,-73.872907,40.774497,1
2011-03-19 21:55:00.00000090,9.7,2011-03-19 21:55:00 UTC,-73.979542,40.727498,-73.999315,40.730088,4
2012-07-19 23:53:14.0000002,13.7,2012-07-19 23:53:14 UTC,-74.002113,40.739582,-73.971918,40.791899,2
2009-03-23 12:13:29.0000002,6.5,2009-03-23 12:13:29 UTC,-73.98543,40.736011,-73.982501,40.724802,1
2014-07-16 10:57:00.00000069,5.0,2014-07-16 10:57:00 UTC,-73.996148,40.74189,-73.992202,40.739425,6
2011-04-22 23:21:03.0000002,4.5,2011-04-22 23:21:03 UTC,-74.009137,40.713436,-74.002823,40.723428,3
2012-01-02 14:54:00.00000078,4.9,2012-01-02 14:54:00 UTC,-74.003985,40.731677,-73.999765,40.723512,1
2014-05-01 09:12:00.000000198,7.0,2014-05-01 09:12:00 UTC,-73.966203,40.7675,-73.980915,40.77424,6
2011-11-07 10:47:40.0000003,7.3,2011-11-07 10:47:40 UTC,-74.003919,40.753019,-73.992368,40.735362,1
2012-10-07 17:59:08.0000003,7.5,2012-10-07 17:59:08 UTC,-74.004736,40.715882,-74.017723,40.705141,1
2014-01-17 09:03:00.000000187,8.5,2014-01-17 09:03:00 UTC,-73.991467,40.750575,-73.98575,40.741547,4
2014-04-29 18:28:00.0000005,16.5,2014-04-29 18:28:00 UTC,-73.970323,40.75084,-73.998392,40.724862,6
2015-04-12 10:19:05.0000001,11.5,2015-04-12 10:19:05 UTC,-73.97927856445312,40.723438262939446,-74.00460815429686,40.7469482421875,6
2015-05-12 23:51:42.0000007,5.0,2015-05-12 23:51:42 UTC,-73.95479583740233,40.779335021972656,-73.94493103027344,40.780086517333984,1
2009-08-02 02:34:11.0000002,6.9,2009-08-02 02:34:11 UTC,-73.995781,40.723411,-74.005004,40.71895,2
2010-01-31 10:53:00.00000010,3.7,2010-01-31 10:53:00 UTC,-74.00163,40.730767,-73.997112,40.737533,1
2010-05-14 08:09:00.000000210,6.9,2010-05-14 08:09:00 UTC,-73.955118,40.768942,-73.963495,40.761887,2
2012-05-21 15:20:00.00000017,10.1,2012-05-21 15:20:00 UTC,-73.977788,40.771838,-73.9662,40.778113,2
2014-12-08 16:00:01.0000001,16.5,2014-12-08 16:00:01 UTC,-73.9828,40.745287,-74.01425,40.702935,1
2010-08-16 01:33:00.00000034,15.07,2010-08-16 01:33:00 UTC,-73.961933,40.795585,-73.962253,40.764817,2
2010-12-04 14:26:13.0000003,7.7,2010-12-04 14:26:13 UTC,-73.996601,40.736569,-73.982152,40.744322,1
2011-08-12 04:20:00.00000015,24.9,2011-08-12 04:20:00 UTC,-74.006662,40.73121,-73.92594,40.825588,1
2013-02-06 22:16:00.00000028,7.0,2013-02-06 22:16:00 UTC,-73.988425,40.764342,-74.001642,40.745752,2
2014-06-11 22:24:21.0000001,8.5,2014-06-11 22:24:21 UTC,-73.994128,40.735087,-73.986393,40.751461,1
2010-08-19 16:33:00.000000131,5.7,2010-08-19 16:33:00 UTC,-73.97383,40.763717,-73.98942,40.771522,1
2013-03-10 15:44:00.00000040,5.0,2013-03-10 15:44:00 UTC,-74.01336,40.702272,-74.01699,40.709245,1
2013-06-14 08:27:43.0000001,8.5,2013-06-14 08:27:43 UTC,-73.95371,40.790813,-73.957015,40.777676,1
2013-07-08 21:24:00.00000048,17.0,2013-07-08 21:24:00 UTC,-74.009728,40.705167,-73.970897,40.749307,1
2014-03-21 11:00:29.0000003,8.0,2014-03-21 11:00:29 UTC,-73.950688,40.828531,-73.964101,40.80814,1
2014-10-02 13:39:56.0000004,12.0,2014-10-02 13:39:56 UTC,-73.995387,40.749482,-73.975789,40.748741,1
2011-08-31 08:21:47.0000004,12.5,2011-08-31 08:21:47 UTC,-73.917399,40.746485,-73.973756,40.763836,1
2014-05-19 06:26:00.00000034,7.5,2014-05-19 06:26:00 UTC,-73.990815,40.730495,-73.978337,40.751085,1
2012-04-05 05:50:00.00000019,6.9,2012-04-05 05:50:00 UTC,-74.007443,40.732547,-73.991112,40.742312,5
2015-03-04 14:55:40.0000006,5.0,2015-03-04 14:55:40 UTC,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2
2010-04-27 21:40:07.0000004,10.5,2010-04-27 21:40:07 UTC,-74.001135,40.730979,-73.984424,40.76463,1
2011-02-22 11:09:16.0000004,7.7,2011-02-22 11:09:16 UTC,-73.968881,40.764533,-73.985311,40.748956,1
2015-04-03 16:21:30.0000005,11.0,2015-04-03 16:21:30 UTC,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2
2009-01-09 15:01:20.0000002,5.7,2009-01-09 15:01:20 UTC,-73.992826,40.751271,-73.982786,40.742432,1
2013-01-09 14:42:00.000000194,9.0,2013-01-09 14:42:00 UTC,-73.946852,40.775802,-73.96434,40.760703,1
2013-07-06 17:18:00.000000119,13.5,2013-07-06 17:18:00 UTC,-73.950655,40.783282,-73.984365,40.769802,1
2013-10-08 17:29:00.00000025,7.5,2013-10-08 17:29:00 UTC,-73.976512,40.765277,-73.977672,40.778052,1
2014-12-07 12:26:00.0000009,9.0,2014-12-07 12:26:00 UTC,-73.984977,40.752122,-74.000925,40.757982,1
2015-05-17 08:02:59.0000002,14.0,2015-05-17 08:02:59 UTC,-73.97920989990233,40.723682403564446,-74.01746368408203,40.71139526367188,1
2011-06-09 00:53:00.00000066,5.7,2011-06-09 00:53:00 UTC,-73.983052,40.722588,-73.988022,40.733738,3
2014-11-12 12:40:29.0000005,10.0,2014-11-12 12:40:29 UTC,-74.002581,40.739572,-73.99458,40.760682,1
2010-06-04 14:49:00.000000100,5.7,2010-06-04 14:49:00 UTC,-73.993452,40.761447,-73.979662,40.759618,5
2010-11-08 20:42:00.00000024,9.7,2010-11-08 20:42:00 UTC,-73.970705,40.761643,-73.992833,40.727647,2
2011-03-09 07:24:34.0000004,14.1,2011-03-09 07:24:34 UTC,-73.974492,40.751369,-74.010585,40.703364,1
2011-08-04 10:38:00.000000142,7.7,2011-08-04 10:38:00 UTC,-73.991607,40.76318,-73.982718,40.76239,2
2009-03-25 00:08:52.0000001,52.0,2009-03-25 00:08:52 UTC,-74.035839,40.74732,-74.035839,40.74732,1
2010-03-22 10:01:00.00000076,11.3,2010-03-22 10:01:00 UTC,-74.00767,40.732177,-73.974663,40.758932,1
2012-03-25 09:22:45.0000001,8.5,2012-03-25 09:22:45 UTC,-73.986681,40.725659,-73.977068,40.754504,1
2012-06-05 09:16:00.000000217,12.9,2012-06-05 09:16:00 UTC,-73.965315,40.790852,-73.978195,40.766375,6
2012-11-06 11:33:14.0000004,9.5,2012-11-06 11:33:14 UTC,-73.972195,40.765883,-73.967942,40.761951,1
2014-05-22 18:30:00.000000217,9.0,2014-05-22 18:30:00 UTC,-73.982272,40.748357,-73.969325,40.763877,1
2014-10-17 08:28:00.00000087,10.0,2014-10-17 08:28:00 UTC,-73.991797,40.735262,-73.975915,40.748697,6
2012-12-06 18:05:00.000000201,35.0,2012-12-06 18:05:00 UTC,-73.95331,40.787772,-73.944352,40.719772,2
2012-12-06 18:05:00.000000215,9.0,2012-12-06 18:05:00 UTC,-73.96083,40.77308,-73.978372,40.774907,1
2014-07-20 12:48:35.0000001,17.0,2014-07-20 12:48:35 UTC,-73.97339,40.743883,-73.954021,40.766063,1
2009-01-25 18:41:00.000000193,6.1,2009-01-25 18:41:00 UTC,-74.000122,40.74308,-74.00615,40.734233,5
2010-03-27 02:26:39.0000001,14.5,2010-03-27 02:26:39 UTC,-73.961598,40.716487,-73.960417,40.674963,2
2011-01-05 17:39:00.00000040,3.7,2011-01-05 17:39:00 UTC,-73.966957,40.761268,-73.967912,40.765535,1
2012-05-11 15:03:53.0000001,32.5,2012-05-11 15:03:53 UTC,-73.872862,40.774105,-73.970593,40.764393,2
2010-01-03 10:20:12.0000005,5.3,2010-01-03 10:20:12 UTC,-73.995083,40.739527,-73.999599,40.726264,3
2012-11-08 21:00:00.00000040,11.5,2012-11-08 21:00:00 UTC,-73.972018,40.750142,-74.006008,40.73622,5
2013-11-23 23:34:03.0000003,4.0,2013-11-23 23:34:03 UTC,-73.993701,40.741569,-73.987999,40.748834,1
2010-06-17 16:12:58.0000001,10.5,2010-06-17 16:12:58 UTC,-73.966473,40.7575,-73.993336,40.745051,1
2012-08-19 19:56:34.0000002,17.7,2012-08-19 19:56:34 UTC,-73.87082,40.773748,-73.808317,40.7003,1
2013-01-17 17:22:00.00000043,8.0,2013-01-17 17:22:00 UTC,0.0,0.0,0.0,0.0,2
2013-05-10 16:39:08.0000001,5.0,2013-05-10 16:39:08 UTC,-73.971696,40.763378,-73.962035,40.776598,1
2013-09-17 04:22:00.0000006,19.0,2013-09-17 04:22:00 UTC,-73.98721,40.729325,-73.931985,40.697207,1
2014-01-06 21:21:00.0000005,8.0,2014-01-06 21:21:00 UTC,-73.988492,40.717977,-73.97818,40.737407,1
2010-09-30 08:38:00.00000021,7.3,2010-09-30 08:38:00 UTC,-73.986588,40.72165,-74.008005,40.717167,2
2012-10-06 15:47:00.000000111,6.5,2012-10-06 15:47:00 UTC,-73.98213,40.774807,-73.973583,40.789645,5
2013-02-11 00:13:00.00000025,8.0,2013-02-11 00:13:00 UTC,-74.002843,40.733692,-73.987882,40.72859,1
2014-09-12 23:10:00.000000213,16.5,2014-09-12 23:10:00 UTC,-73.983837,40.676052,-74.002522,40.723145,1
2009-09-22 21:14:00.000000225,49.57,2009-09-22 21:14:00 UTC,-73.977023,40.7526,-73.79031,40.643783,2
2012-02-03 13:46:35.0000004,10.5,2012-02-03 13:46:35 UTC,-73.988006,40.737723,-73.965699,40.766095,1
2012-02-12 01:26:00.000000159,22.5,2012-02-12 01:26:00 UTC,-73.9882,40.75909,-73.923683,40.86861,5
2012-12-21 06:47:00.00000093,11.5,2012-12-21 06:47:00 UTC,-73.947472,40.771227,-73.981832,40.760272,1
2014-11-01 16:51:09.0000001,12.5,2014-11-01 16:51:09 UTC,-73.984723,40.748023,-73.977245,40.757891,2
2013-01-26 18:36:00.000000167,5.5,2013-01-26 18:36:00 UTC,-73.950305,40.785607,-73.943587,40.789532,1
2013-05-20 11:03:50.0000003,6.5,2013-05-20 11:03:50 UTC,-73.980735,40.747911,-73.97053,40.761998,1
2015-05-31 07:33:18.0000002,16.5,2015-05-31 07:33:18 UTC,-73.99698638916014,40.75542831420898,-73.95319366455078,40.80210113525391,3
2015-02-15 22:41:32.0000003,9.0,2015-02-15 22:41:32 UTC,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1
2009-06-25 10:29:00.00000012,8.9,2009-06-25 10:29:00 UTC,-73.9578,40.768003,-73.981712,40.763392,1
2009-07-23 17:05:10.0000002,10.9,2009-07-23 17:05:10 UTC,-73.983735,40.746697,-73.954411,40.772219,1
2011-03-19 15:00:27.0000001,8.9,2011-03-19 15:00:27 UTC,-73.98103,40.729782,-73.993011,40.752803,1
2011-05-06 11:37:14.0000004,8.5,2011-05-06 11:37:14 UTC,-73.963115,40.774034,-73.975251,40.760823,1
2013-02-08 09:50:04.0000001,17.0,2013-02-08 09:50:04 UTC,-73.962458,40.759027,-73.986199,40.753397,1
2010-08-24 01:39:26.0000001,12.5,2010-08-24 01:39:26 UTC,-74.003848,40.720855,-73.98098,40.668304,1
2014-05-13 22:19:00.000000144,52.5,2014-05-13 22:19:00 UTC,-73.982265,40.762062,-73.76855,40.675135,1
2014-10-25 21:24:00.000000167,16.0,2014-10-25 21:24:00 UTC,-74.005677,40.745547,-73.962663,40.794295,1
2015-04-19 22:21:12.0000005,8.0,2015-04-19 22:21:12 UTC,-73.98548889160156,40.74728012084961,-74.00767517089844,40.7407684326172,1
2010-05-17 07:44:00.00000096,17.3,2010-05-17 07:44:00 UTC,-73.950972,40.785633,-74.01024,40.720302,1
2011-10-26 03:37:00.0000004,5.7,2011-10-26 03:37:00 UTC,-74.00844,40.711253,-74.001313,40.731078,1
2015-04-18 09:30:31.0000002,5.5,2015-04-18 09:30:31 UTC,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1
2009-02-27 13:31:21.0000003,16.5,2009-02-27 13:31:21 UTC,-73.974938,40.762091,-74.003309,40.706195,2
2009-07-16 20:33:00.000000126,12.9,2009-07-16 20:33:00 UTC,-73.980755,40.680558,-73.98911,40.726788,2
2011-05-16 13:10:38.0000002,10.1,2011-05-16 13:10:38 UTC,-73.991245,40.739058,-73.992972,40.76768,1
2013-08-09 21:19:00.00000024,9.5,2013-08-09 21:19:00 UTC,-73.992583,40.730417,-74.005352,40.740247,1
2010-03-14 15:40:00.00000012,4.5,2010-03-14 15:40:00 UTC,-73.979872,40.749027,-73.976553,40.757498,5
2011-04-27 13:19:48.0000002,6.5,2011-04-27 13:19:48 UTC,-73.971541,40.764009,-73.975937,40.755971,1
2015-01-30 00:16:06.0000005,21.5,2015-01-30 00:16:06 UTC,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1
2014-11-04 12:11:19.0000003,8.0,2014-11-04 12:11:19 UTC,-73.975189,40.759095,-73.98051,40.76761,1
2009-12-27 21:07:39.0000001,4.9,2009-12-27 21:07:39 UTC,-74.003018,40.73978,-73.991533,40.733091,1
2010-07-04 13:07:47.0000002,5.7,2010-07-04 13:07:47 UTC,-73.991037,40.750049,-73.980438,40.75193,2
2011-06-12 13:33:00.000000128,15.3,2011-06-12 13:33:00 UTC,-73.949477,40.768018,-74.003118,40.733022,5
2012-08-28 12:29:40.0000002,14.9,2012-08-28 12:29:40 UTC,-73.992214,40.758864,-73.9938,40.722718,1
2012-11-11 18:23:00.00000091,7.0,2012-11-11 18:23:00 UTC,-73.999998,40.727087,-73.992448,40.735602,1
2013-03-24 18:05:42.0000002,35.5,2013-03-24 18:05:42 UTC,-73.863891,40.770005,-74.007246,40.705533,1
2014-08-13 08:26:00.000000136,8.5,2014-08-13 08:26:00 UTC,-73.954598,40.78676,-73.966013,40.768112,1
2009-01-16 21:10:00.00000056,4.5,2009-01-16 21:10:00 UTC,-73.994143,40.751193,-73.988897,40.759742,1
2011-01-21 18:43:46.0000007,4.1,2011-01-21 18:43:46 UTC,-73.982279,40.768364,-73.985968,40.762939,1
2011-02-26 20:27:36.0000003,11.7,2011-02-26 20:27:36 UTC,-73.981496,40.781004,-73.99592,40.738813,1
2013-06-22 02:35:01.0000004,23.0,2013-06-22 02:35:01 UTC,-73.997728,40.746099,-73.947656,40.829451,1
2009-06-06 23:56:00.000000150,5.7,2009-06-06 23:56:00 UTC,-73.982357,40.762498,-73.97321,40.755345,2
2009-01-24 09:51:00.000000115,5.3,2009-01-24 09:51:00 UTC,-73.96707,40.769178,-73.954895,40.77821,1
2015-02-27 07:50:56.0000003,10.5,2015-02-27 07:50:56 UTC,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1
2009-03-25 14:48:49.0000004,4.9,2009-03-25 14:48:49 UTC,-73.982095,40.774001,-73.975373,40.787111,1
2010-09-10 18:45:00.00000017,6.5,2010-09-10 18:45:00 UTC,-73.98353,40.766992,-73.986255,40.779708,4
2011-08-31 13:47:02.0000003,11.3,2011-08-31 13:47:02 UTC,-73.981154,40.729204,-74.007407,40.74851,2
2013-04-12 04:39:51.0000001,11.5,2013-04-12 04:39:51 UTC,-73.963511,40.761732,-73.917488,40.739776,1
2009-05-29 09:46:11.0000002,5.3,2009-05-29 09:46:11 UTC,-73.983415,40.761844,-73.990414,40.756375,2
2010-07-15 19:09:01.0000002,5.7,2010-07-15 19:09:01 UTC,-74.006055,40.733166,-74.002895,40.74553,1
2009-09-07 18:52:00.000000158,8.1,2009-09-07 18:52:00 UTC,-73.952198,40.788107,-73.980767,40.774995,1
2010-06-09 06:20:32.0000001,6.1,2010-06-09 06:20:32 UTC,-74.008083,40.719238,-73.99832,40.737977,1
2012-04-15 17:02:44.0000002,9.3,2012-04-15 17:02:44 UTC,-73.995636,40.746573,-73.984437,40.767145,1
2013-02-06 14:52:00.000000129,4.5,2013-02-06 14:52:00 UTC,-73.972072,40.755692,-73.972082,40.755727,2
2011-12-13 05:56:00.00000035,5.7,2011-12-13 05:56:00 UTC,-73.99049,40.755982,-73.974202,40.75421,4
2014-07-27 08:22:00.00000022,16.5,2014-07-27 08:22:00 UTC,-73.95485,40.76542,-74.00751,40.73877,2
2013-06-06 15:23:56.0000002,17.0,2013-06-06 15:23:56 UTC,-73.954462,40.764046,-73.994593,40.729272,2
2014-07-12 15:22:00.00000058,24.5,2014-07-12 15:22:00 UTC,-74.01278,40.707952,-73.997932,40.760632,6
2010-05-25 20:14:00.000000130,6.1,2010-05-25 20:14:00 UTC,-74.005278,40.735298,-73.986698,40.729892,1
2012-09-08 00:49:20.0000004,6.0,2012-09-08 00:49:20 UTC,-74.004935,40.729625,-74.016156,40.71741,1
2014-01-08 21:55:58.0000006,6.5,2014-01-08 21:55:58 UTC,-73.998488,40.726303,-73.998488,40.726303,1
2010-09-05 17:08:00.00000092,3.7,2010-09-05 17:08:00 UTC,0.0,0.0,0.0,0.0,5
2012-08-30 18:57:00.00000017,4.5,2012-08-30 18:57:00 UTC,-73.9265,40.765577,-73.937897,40.76451,3
2013-05-02 07:41:00.00000089,27.0,2013-05-02 07:41:00 UTC,-73.987285,40.718622,-73.959295,40.778482,1
2014-02-05 00:28:00.00000078,16.0,2014-02-05 00:28:00 UTC,-73.996652,40.744495,-73.980253,40.737635,1
2010-01-12 17:11:00.00000032,16.1,2010-01-12 17:11:00 UTC,-73.959222,40.763282,-73.9633,40.716935,1
2010-11-07 17:14:23.0000001,15.7,2010-11-07 17:14:23 UTC,-73.974895,40.751455,-73.981754,40.783542,2
2012-04-22 00:35:00.000000113,26.9,2012-04-22 00:35:00 UTC,-73.863072,40.768622,-73.982145,40.736167,6
2013-01-05 21:36:00.000000198,5.5,2013-01-05 21:36:00 UTC,-73.989692,40.735497,-73.982012,40.739392,1
2013-10-05 09:12:21.0000001,6.0,2013-10-05 09:12:21 UTC,-74.00031,40.747961,-73.993636,40.757229,1
2009-11-16 23:53:00.0000007,7.7,2009-11-16 23:53:00 UTC,-74.00145,40.717487,-74.017455,40.709785,1
2011-04-05 11:29:00.00000085,12.9,2011-04-05 11:29:00 UTC,-73.985185,40.72777,-73.980605,40.759143,1
2012-04-25 20:39:00.000000241,11.3,2012-04-25 20:39:00 UTC,-73.993973,40.746577,-74.00506,40.709365,1
2011-01-10 16:07:00.00000049,42.5,2011-01-10 16:07:00 UTC,-73.795677,40.807722,-73.978683,40.724365,2
2011-01-14 18:10:00.000000129,5.7,2011-01-14 18:10:00 UTC,-73.98637,40.74738,-73.975567,40.744572,2
2012-04-02 08:02:16.0000001,5.3,2012-04-02 08:02:16 UTC,-73.948001,40.77854,-73.958566,40.778483,2
2010-02-10 08:57:54.0000001,10.5,2010-02-10 08:57:54 UTC,-73.954108,40.766901,-73.984133,40.743475,1
2011-05-31 22:21:01.0000004,7.3,2011-05-31 22:21:01 UTC,-73.994009,40.76144,-73.972811,40.792574,1
2011-09-26 09:32:42.0000002,4.5,2011-09-26 09:32:42 UTC,-73.995331,40.739986,-73.987655,40.736707,1
2012-10-23 08:09:25.0000006,12.5,2012-10-23 08:09:25 UTC,-73.982332,40.768633,-73.983343,40.744372,1
2013-09-07 22:29:00.0000004,16.5,2013-09-07 22:29:00 UTC,-73.9952,40.731697,-73.94977,40.780347,1
2012-07-31 19:20:00.00000027,4.9,2012-07-31 19:20:00 UTC,-74.002707,40.72664,-73.991825,40.72722,2
2011-08-26 08:00:00.000000125,4.1,2011-08-26 08:00:00 UTC,-73.990953,40.733067,-73.996235,40.72557,1
2013-03-17 12:56:58.0000003,15.5,2013-03-17 12:56:58 UTC,-73.985132,40.76853,-74.002285,40.730008,1
2015-05-25 15:11:09.0000006,11.0,2015-05-25 15:11:09 UTC,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879882,1
2009-04-08 19:11:10.0000004,4.9,2009-04-08 19:11:10 UTC,-73.998287,40.72749,-73.989854,40.735239,2
2009-06-06 01:57:52.0000002,11.3,2009-06-06 01:57:52 UTC,-73.980196,40.726966,-73.956413,40.77547,1
2011-02-27 14:45:00.00000041,7.3,2011-02-27 14:45:00 UTC,-73.983758,40.74643,-73.963557,40.774088,1
2012-01-13 11:28:00.00000062,14.9,2012-01-13 11:28:00 UTC,-73.955268,40.782767,-73.932382,40.794812,6
2012-03-16 07:58:00.00000012,30.9,2012-03-16 07:58:00 UTC,-73.981942,40.763977,-73.870455,40.773607,5
